maintenance_id,aircraft_id,maintenance_date,maintenance_type,severity,downtime_hours,cost_usd,status,technician
MT0007219,AC01184,2026-02-28,Structural Inspection,Low,31,56253,Scheduled,Technician-B
MT0007220,AC00131,2026-05-28,Hydraulic Check,Medium,19,65745,Completed,Technician-B
MT0007221,AC01025,2026-03-07,Routine Service,High,5,17693,Scheduled,Technician-C
MT0007222,AC00164,2026-01-18,Avionics Inspection,Low,51,10938,Completed,Technician-C
MT0007223,AC00240,2026-03-02,Engine Inspection,Low,61,25218,Scheduled,Technician-B
MT0007224,AC01135,2026-06-14,Routine Service,Low,2,6003,Completed,Technician-C
MT0007225,AC00124,2026-04-10,Engine Inspection,Medium,39,8946,Scheduled,Technician-C
MT0007226,AC00597,2026-05-23,Hydraulic Check,Low,62,7379,In Progress,Technician-A
MT0007227,AC00022,2026-01-03,Structural Inspection,Medium,6,51316,Completed,Technician-B
MT0007228,AC00640,2026-03-27,Routine Service,Medium,67,6982,Completed,Technician-A
MT0007229,AC00368,2026-01-07,Landing Gear,Low,20,74802,Completed,Technician-D
MT0007230,AC00423,2026-05-19,Avionics Inspection,Medium,36,59694,Completed,Technician-A
MT0007231,AC00373,2026-01-01,Avionics Inspection,High,31,63797,Completed,Technician-B
MT0007232,AC01165,2026-05-05,Hydraulic Check,Low,40,82375,Completed,Technician-C
MT0007233,AC00297,2026-02-28,Engine Inspection,Low,69,14034,Scheduled,Technician-C
MT0007234,AC01054,2026-03-08,Landing Gear,Medium,49,32867,Scheduled,Technician-B
MT0007235,AC00455,2026-03-13,Structural Inspection,Low,26,34471,Scheduled,Technician-A
MT0007236,AC00304,2026-01-06,Engine Inspection,Medium,39,61747,Completed,Technician-B
MT0007237,AC01062,2026-05-06,Avionics Inspection,Medium,38,30014,Completed,Technician-C
MT0007238,AC00967,2026-05-18,Routine Service,Medium,71,67677,Completed,Technician-B
MT0007239,AC00792,2026-05-15,Landing Gear,Low,34,66162,Scheduled,Technician-C
MT0007240,AC00438,2026-06-20,Landing Gear,High,71,81756,Completed,Technician-C
MT0007241,AC01101,2026-02-09,Avionics Inspection,Medium,52,17871,Completed,Technician-B
MT0007242,AC00956,2026-03-26,Landing Gear,Medium,64,72800,Completed,Technician-B
MT0007243,AC00007,2026-02-20,Structural Inspection,Low,63,61999,Completed,Technician-C
MT0007244,AC00943,2026-05-30,Avionics Inspection,Low,47,40186,Completed,Technician-C
MT0007245,AC00083,2026-05-24,Structural Inspection,Low,22,66296,Scheduled,Technician-C
MT0007246,AC00275,2026-06-14,Structural Inspection,Low,14,61112,Completed,Technician-D
MT0007247,AC00532,2026-02-09,Engine Inspection,Critical,2,39661,Completed,Technician-C
MT0007248,AC00118,2026-06-02,Landing Gear,Low,28,48569,Completed,Technician-C
MT0007249,AC00058,2026-02-22,Hydraulic Check,Low,43,5399,Completed,Technician-C
MT0007250,AC00043,2026-01-23,Avionics Inspection,Medium,31,83017,Completed,Technician-C
MT0007251,AC00718,2026-03-29,Landing Gear,Low,56,17884,Completed,Technician-D
MT0007252,AC00893,2026-03-11,Hydraulic Check,Medium,61,76650,Completed,Technician-A
MT0007253,AC00599,2026-06-25,Avionics Inspection,Medium,65,15202,In Progress,Technician-B
MT0007254,AC00224,2026-05-14,Structural Inspection,Low,68,26036,Scheduled,Technician-B
MT0007255,AC00326,2026-06-17,Landing Gear,Medium,65,78254,In Progress,Technician-C
MT0007256,AC00963,2026-05-24,Routine Service,Medium,58,54079,In Progress,Technician-C
MT0007257,AC00995,2026-04-23,Landing Gear,High,59,14132,Completed,Technician-D
MT0007258,AC00025,2026-02-16,Landing Gear,High,65,9437,In Progress,Technician-B
MT0007259,AC00205,2026-04-05,Hydraulic Check,Medium,63,83544,In Progress,Technician-B
MT0007260,AC01027,2026-06-30,Structural Inspection,Low,17,23642,In Progress,Technician-A
MT0007261,AC00676,2026-05-07,Structural Inspection,Low,9,28947,Scheduled,Technician-D
MT0007262,AC00286,2026-01-31,Structural Inspection,Low,18,13906,Completed,Technician-A
MT0007263,AC00415,2026-03-12,Engine Inspection,Low,14,33184,Completed,Technician-D
MT0007264,AC01057,2026-01-08,Landing Gear,Medium,9,63494,In Progress,Technician-C
MT0007265,AC00909,2026-03-26,Structural Inspection,High,26,3670,In Progress,Technician-C
MT0007266,AC01157,2026-04-08,Routine Service,Medium,43,27093,Scheduled,Technician-B
MT0007267,AC00824,2026-02-03,Structural Inspection,Low,41,16783,In Progress,Technician-A
MT0007268,AC00624,2026-02-04,Avionics Inspection,Medium,27,22492,Completed,Technician-D
MT0007269,AC00985,2026-04-27,Routine Service,Critical,18,25399,Completed,Technician-D
MT0007270,AC00901,2026-01-21,Structural Inspection,Medium,46,64974,Completed,Technician-D
MT0007271,AC01089,2026-06-07,Hydraulic Check,Low,57,64293,Completed,Technician-B
MT0007272,AC00355,2026-01-27,Routine Service,Low,27,25112,Completed,Technician-A
MT0007273,AC00944,2026-03-20,Structural Inspection,Medium,4,8132,In Progress,Technician-C
MT0007274,AC00924,2026-05-29,Routine Service,Medium,17,14558,Completed,Technician-B
MT0007275,AC00820,2026-05-29,Structural Inspection,Medium,12,14032,In Progress,Technician-B
MT0007276,AC00721,2026-05-08,Landing Gear,Medium,12,81178,Completed,Technician-C
MT0007277,AC00322,2026-01-17,Hydraulic Check,Medium,38,65362,Completed,Technician-A
MT0007278,AC00436,2026-06-01,Avionics Inspection,Medium,33,52688,Scheduled,Technician-C
MT0007279,AC00932,2026-04-16,Routine Service,Low,52,60717,Completed,Technician-A
MT0007280,AC00257,2026-04-28,Structural Inspection,Low,72,70304,In Progress,Technician-D
MT0007281,AC00371,2026-05-30,Engine Inspection,Low,34,12863,Completed,Technician-D
MT0007282,AC00617,2026-06-19,Hydraulic Check,High,19,64527,In Progress,Technician-B
MT0007283,AC00888,2026-04-08,Engine Inspection,Medium,47,57371,In Progress,Technician-C
MT0007284,AC01013,2026-04-17,Landing Gear,Low,46,5776,Completed,Technician-C
MT0007285,AC00603,2026-05-02,Engine Inspection,Medium,63,52498,Completed,Technician-D
MT0007286,AC01071,2026-05-22,Engine Inspection,Medium,11,66327,In Progress,Technician-D
MT0007287,AC00220,2026-01-01,Structural Inspection,Low,18,68244,Scheduled,Technician-A
MT0007288,AC00014,2026-01-20,Engine Inspection,Medium,57,28597,Scheduled,Technician-B
MT0007289,AC00723,2026-05-30,Engine Inspection,Low,48,46102,Completed,Technician-C
MT0007290,AC00274,2026-05-13,Engine Inspection,Medium,25,28352,Scheduled,Technician-D
MT0007291,AC00611,2026-03-01,Avionics Inspection,Medium,59,82359,In Progress,Technician-B
MT0007292,AC00811,2026-01-17,Landing Gear,Low,39,82876,Completed,Technician-C
MT0007293,AC00892,2026-03-06,Engine Inspection,Low,67,82841,In Progress,Technician-A
MT0007294,AC00511,2026-01-20,Hydraulic Check,High,42,79825,In Progress,Technician-C
MT0007295,AC00898,2026-02-01,Routine Service,Low,6,30639,In Progress,Technician-C
MT0007296,AC00918,2026-03-03,Landing Gear,Low,22,19397,Completed,Technician-B
MT0007297,AC00377,2026-04-28,Avionics Inspection,Low,70,84549,In Progress,Technician-A
MT0007298,AC01126,2026-06-27,Landing Gear,Medium,42,56442,Completed,Technician-D
MT0007299,AC00086,2026-01-18,Engine Inspection,Low,58,36627,Completed,Technician-D
MT0007300,AC00631,2026-01-08,Structural Inspection,High,27,46842,In Progress,Technician-C
MT0007301,AC00597,2026-06-13,Landing Gear,High,18,67474,Completed,Technician-B
MT0007302,AC00766,2026-03-03,Avionics Inspection,High,33,19611,Scheduled,Technician-C
MT0007303,AC00742,2026-03-08,Routine Service,Low,55,29975,Scheduled,Technician-D
MT0007304,AC00692,2026-05-09,Landing Gear,Low,70,13173,In Progress,Technician-C
MT0007305,AC00387,2026-03-29,Routine Service,Medium,67,51830,Scheduled,Technician-D
MT0007306,AC00221,2026-01-17,Hydraulic Check,Medium,22,83878,Completed,Technician-C
MT0007307,AC00777,2026-03-14,Landing Gear,Low,35,30119,Scheduled,Technician-D
MT0007308,AC01173,2026-01-06,Avionics Inspection,High,11,53753,Scheduled,Technician-B
MT0007309,AC01148,2026-02-17,Structural Inspection,Medium,63,19325,Completed,Technician-B
MT0007310,AC00238,2026-05-13,Routine Service,Medium,56,20010,Completed,Technician-A
MT0007311,AC00784,2026-03-29,Routine Service,Low,34,79485,In Progress,Technician-C
MT0007312,AC00612,2026-02-19,Hydraulic Check,Medium,66,67217,Completed,Technician-B
MT0007313,AC00764,2026-07-01,Hydraulic Check,Low,22,47452,In Progress,Technician-B
MT0007314,AC00903,2026-06-10,Structural Inspection,High,39,19516,Completed,Technician-C
MT0007315,AC01096,2026-04-23,Avionics Inspection,High,68,28772,Completed,Technician-D
MT0007316,AC00030,2026-04-05,Landing Gear,Low,22,80814,Scheduled,Technician-C
MT0007317,AC01104,2026-04-11,Engine Inspection,Medium,55,76877,Completed,Technician-C
MT0007318,AC00272,2026-06-05,Routine Service,Low,60,40202,Completed,Technician-A
MT0007319,AC01124,2026-03-07,Avionics Inspection,Medium,58,6919,Scheduled,Technician-A
MT0007320,AC00857,2026-01-11,Routine Service,Medium,27,32304,In Progress,Technician-C
MT0007321,AC00601,2026-05-11,Landing Gear,Low,37,70410,Completed,Technician-D
MT0007322,AC00613,2026-03-18,Landing Gear,Medium,3,57237,Completed,Technician-C
MT0007323,AC01116,2026-03-03,Structural Inspection,High,47,48421,Completed,Technician-A
MT0007324,AC00864,2026-02-24,Landing Gear,High,31,13110,In Progress,Technician-D
MT0007325,AC00792,2026-05-21,Engine Inspection,Critical,70,84916,Completed,Technician-B
MT0007326,AC00600,2026-02-18,Landing Gear,Low,19,61600,Completed,Technician-B
MT0007327,AC00894,2026-05-25,Engine Inspection,Low,60,4348,Completed,Technician-D
MT0007328,AC00632,2026-06-02,Hydraulic Check,Low,58,52232,In Progress,Technician-C
MT0007329,AC00482,2026-05-28,Avionics Inspection,Critical,41,70795,Completed,Technician-B
MT0007330,AC00341,2026-04-06,Engine Inspection,Low,35,17460,Completed,Technician-B
MT0007331,AC00378,2026-01-29,Avionics Inspection,Medium,64,16477,Scheduled,Technician-B
MT0007332,AC00753,2026-03-11,Engine Inspection,Medium,22,42922,Completed,Technician-D
MT0007333,AC00536,2026-05-08,Engine Inspection,Critical,18,7023,Completed,Technician-B
MT0007334,AC00998,2026-03-30,Routine Service,Low,49,78170,Completed,Technician-B
MT0007335,AC00861,2026-01-13,Landing Gear,Medium,50,67397,Completed,Technician-A
MT0007336,AC00036,2026-01-02,Engine Inspection,Medium,4,47433,Scheduled,Technician-C
MT0007337,AC01127,2026-04-10,Structural Inspection,Low,20,27615,In Progress,Technician-B
MT0007338,AC00268,2026-03-28,Landing Gear,Low,40,13207,Completed,Technician-C
MT0007339,AC00829,2026-06-02,Routine Service,Medium,54,7956,Completed,Technician-A
MT0007340,AC00063,2026-06-04,Avionics Inspection,High,63,13229,Completed,Technician-B
MT0007341,AC00105,2026-06-24,Engine Inspection,High,36,6050,In Progress,Technician-A
MT0007342,AC00481,2026-03-20,Avionics Inspection,Medium,70,48532,Scheduled,Technician-D
MT0007343,AC01022,2026-02-12,Landing Gear,Low,28,20698,Completed,Technician-B
MT0007344,AC00199,2026-06-08,Landing Gear,Medium,35,30662,Completed,Technician-D
MT0007345,AC00174,2026-03-13,Engine Inspection,Medium,49,16281,Completed,Technician-D
MT0007346,AC00637,2026-01-19,Engine Inspection,Medium,27,35484,In Progress,Technician-A
MT0007347,AC00166,2026-06-07,Avionics Inspection,Low,6,66009,Completed,Technician-D
MT0007348,AC00610,2026-04-07,Structural Inspection,Medium,54,8671,Completed,Technician-B
MT0007349,AC00697,2026-02-07,Hydraulic Check,Low,54,55689,Scheduled,Technician-A
MT0007350,AC00097,2026-01-04,Landing Gear,Low,34,60012,Completed,Technician-A
MT0007351,AC00129,2026-03-24,Landing Gear,Low,25,63905,Scheduled,Technician-B
MT0007352,AC00939,2026-01-16,Landing Gear,Medium,53,7579,Completed,Technician-B
MT0007353,AC00505,2026-02-20,Structural Inspection,Low,35,55125,Completed,Technician-B
MT0007354,AC01021,2026-04-11,Landing Gear,Low,41,60399,In Progress,Technician-A
MT0007355,AC00435,2026-01-02,Avionics Inspection,Low,59,38727,Scheduled,Technician-A
MT0007356,AC00669,2026-01-22,Structural Inspection,Low,5,27180,Completed,Technician-B
MT0007357,AC00453,2026-04-18,Avionics Inspection,Medium,38,62299,Completed,Technician-C
MT0007358,AC00146,2026-03-25,Landing Gear,Medium,53,10369,Completed,Technician-A
MT0007359,AC00490,2026-05-09,Hydraulic Check,High,39,61124,Completed,Technician-A
MT0007360,AC01077,2026-06-21,Landing Gear,Low,70,38936,Completed,Technician-A
MT0007361,AC00998,2026-03-07,Structural Inspection,Medium,13,45872,Completed,Technician-C
MT0007362,AC00022,2026-01-17,Hydraulic Check,Low,18,84271,In Progress,Technician-A
MT0007363,AC00188,2026-06-25,Routine Service,Low,59,82454,In Progress,Technician-C
MT0007364,AC01072,2026-02-13,Structural Inspection,Low,19,27860,In Progress,Technician-D
MT0007365,AC01092,2026-02-18,Routine Service,Low,66,19097,Scheduled,Technician-A
MT0007366,AC00131,2026-04-14,Landing Gear,Medium,52,21989,Scheduled,Technician-A
MT0007367,AC00280,2026-06-02,Avionics Inspection,Low,62,3560,Completed,Technician-D
MT0007368,AC00274,2026-01-16,Avionics Inspection,Low,52,7139,Completed,Technician-D
MT0007369,AC00955,2026-01-19,Hydraulic Check,Medium,68,8962,In Progress,Technician-C
MT0007370,AC00620,2026-06-03,Avionics Inspection,Low,15,24548,In Progress,Technician-D
MT0007371,AC00042,2026-01-08,Hydraulic Check,Medium,3,28332,Scheduled,Technician-D
MT0007372,AC00531,2026-04-04,Landing Gear,Low,62,54613,Completed,Technician-C
MT0007373,AC00324,2026-05-23,Structural Inspection,Medium,2,5237,Scheduled,Technician-C
MT0007374,AC00431,2026-03-05,Hydraulic Check,High,20,77923,Completed,Technician-C
MT0007375,AC00591,2026-03-17,Hydraulic Check,Low,7,48669,In Progress,Technician-A
MT0007376,AC00780,2026-01-01,Structural Inspection,High,10,24605,Completed,Technician-A
MT0007377,AC00365,2026-01-09,Landing Gear,High,69,38034,In Progress,Technician-C
MT0007378,AC00245,2026-04-16,Engine Inspection,Low,37,83744,In Progress,Technician-D
MT0007379,AC01148,2026-06-15,Structural Inspection,Low,72,81069,Scheduled,Technician-C
MT0007380,AC00540,2026-06-27,Hydraulic Check,Low,11,74653,Scheduled,Technician-D
MT0007381,AC01170,2026-03-25,Landing Gear,Medium,62,76889,Completed,Technician-B
MT0007382,AC00451,2026-05-11,Engine Inspection,Medium,52,51840,Scheduled,Technician-C
MT0007383,AC00112,2026-01-24,Structural Inspection,Medium,70,45538,Completed,Technician-A
MT0007384,AC00069,2026-02-27,Routine Service,Medium,69,28812,Completed,Technician-B
MT0007385,AC00391,2026-06-26,Structural Inspection,Medium,29,67028,Completed,Technician-C
MT0007386,AC00596,2026-06-25,Structural Inspection,High,23,84495,In Progress,Technician-C
MT0007387,AC00960,2026-01-17,Landing Gear,Low,18,82447,Completed,Technician-C
MT0007388,AC00540,2026-01-01,Hydraulic Check,Medium,64,46079,In Progress,Technician-B
MT0007389,AC00365,2026-06-18,Avionics Inspection,Low,16,47024,Completed,Technician-A
MT0007390,AC00943,2026-04-16,Routine Service,Low,48,8862,Completed,Technician-C
MT0007391,AC01068,2026-02-20,Avionics Inspection,Low,38,73771,Scheduled,Technician-B
MT0007392,AC00924,2026-06-30,Hydraulic Check,High,56,67369,In Progress,Technician-B
MT0007393,AC00708,2026-05-29,Engine Inspection,Medium,54,72249,Scheduled,Technician-B
MT0007394,AC00133,2026-01-12,Hydraulic Check,Medium,33,67635,Scheduled,Technician-A
MT0007395,AC00029,2026-05-06,Landing Gear,High,48,8314,Completed,Technician-C
MT0007396,AC00765,2026-06-16,Routine Service,High,53,33325,In Progress,Technician-C
MT0007397,AC00166,2026-06-19,Routine Service,High,8,76673,Scheduled,Technician-A
MT0007398,AC01038,2026-01-12,Landing Gear,Low,14,37386,Completed,Technician-A
MT0007399,AC00516,2026-01-07,Engine Inspection,Medium,60,44135,Scheduled,Technician-A
MT0007400,AC00021,2026-06-26,Routine Service,Low,25,67243,Scheduled,Technician-C
MT0007401,AC00888,2026-04-20,Avionics Inspection,Low,46,39308,Completed,Technician-B
MT0007402,AC00518,2026-04-29,Engine Inspection,Low,53,23447,Completed,Technician-B
MT0007403,AC00793,2026-01-19,Avionics Inspection,Medium,56,54667,Scheduled,Technician-B
MT0007404,AC01073,2026-01-23,Avionics Inspection,Medium,55,26386,Scheduled,Technician-B
MT0007405,AC00989,2026-05-10,Structural Inspection,Low,31,8497,Completed,Technician-B
MT0007406,AC01087,2026-06-11,Structural Inspection,High,49,1170,Scheduled,Technician-D
MT0007407,AC00396,2026-03-29,Landing Gear,High,52,67031,Completed,Technician-C
MT0007408,AC00865,2026-05-22,Routine Service,High,23,9688,Completed,Technician-D
MT0007409,AC01059,2026-03-16,Routine Service,Low,28,50730,Completed,Technician-C
MT0007410,AC00726,2026-06-13,Landing Gear,Low,11,28994,In Progress,Technician-C
MT0007411,AC01030,2026-06-16,Routine Service,Low,53,14825,Completed,Technician-A
MT0007412,AC00869,2026-02-24,Landing Gear,Critical,13,55404,In Progress,Technician-D
MT0007413,AC00837,2026-03-04,Structural Inspection,Medium,12,68547,Scheduled,Technician-C
MT0007414,AC00539,2026-05-29,Landing Gear,Medium,33,28176,Scheduled,Technician-B
MT0007415,AC00839,2026-06-27,Routine Service,Medium,50,67320,Scheduled,Technician-D
MT0007416,AC00381,2026-06-09,Structural Inspection,Medium,44,28615,Completed,Technician-D
MT0007417,AC00230,2026-04-27,Hydraulic Check,Low,54,71575,In Progress,Technician-B
MT0007418,AC01157,2026-05-31,Hydraulic Check,Low,44,23132,Completed,Technician-C
MT0007419,AC00402,2026-04-20,Hydraulic Check,Low,20,46811,Scheduled,Technician-D
MT0007420,AC00679,2026-05-17,Avionics Inspection,Medium,22,12042,Completed,Technician-D
MT0007421,AC00640,2026-01-27,Hydraulic Check,High,4,75658,Scheduled,Technician-B
MT0007422,AC00991,2026-01-20,Landing Gear,Medium,62,2450,Completed,Technician-A
MT0007423,AC00417,2026-01-22,Hydraulic Check,Medium,24,70774,In Progress,Technician-C
MT0007424,AC00775,2026-03-10,Engine Inspection,High,41,45031,Scheduled,Technician-A
MT0007425,AC00243,2026-03-21,Avionics Inspection,Medium,71,74701,Completed,Technician-D
MT0007426,AC00021,2026-04-24,Hydraulic Check,Low,38,26815,Completed,Technician-B
MT0007427,AC00055,2026-06-11,Hydraulic Check,Medium,60,8650,Completed,Technician-D
MT0007428,AC00039,2026-04-26,Avionics Inspection,Medium,52,5044,Scheduled,Technician-C
MT0007429,AC00903,2026-05-07,Landing Gear,High,40,45296,Completed,Technician-A
MT0007430,AC00134,2026-05-27,Routine Service,Low,10,10594,In Progress,Technician-A
MT0007431,AC00465,2026-05-23,Engine Inspection,High,24,82651,Scheduled,Technician-B
MT0007432,AC00043,2026-01-13,Structural Inspection,High,68,44253,Completed,Technician-B
MT0007433,AC00096,2026-03-09,Avionics Inspection,Medium,47,40447,Completed,Technician-A
MT0007434,AC00681,2026-05-26,Landing Gear,Low,48,33498,In Progress,Technician-C
MT0007435,AC00789,2026-01-20,Routine Service,Low,16,65798,Completed,Technician-D
MT0007436,AC00642,2026-04-07,Routine Service,High,55,46472,Scheduled,Technician-A
